"","n","nchain","run","exp","rmse","cov"
"1703",1e+05,1,94,1,0.193639161153593,0.921
"1704",1e+05,2,94,1,0.187521830530413,0.943
"1705",1e+05,5,94,1,0.181445869252385,0.961
"1706",20000,1,94,1,0.315657098315364,0.962
"1707",20000,2,94,1,0.297108349804211,0.982
"1708",20000,5,94,1,0.310259426984393,0.984
"1709",50000,1,94,1,0.319074558546916,0.91
"1710",50000,2,94,1,0.307339365439075,0.927
"1711",50000,5,94,1,0.297286425159774,0.95
"1712",100,1,95,1,1.24323992651715,0.998
"1713",100,2,95,1,1.22191967801266,0.998
"1714",100,5,95,1,1.222700389997,0.998
"1715",1000,1,95,1,0.819912265146363,0.977
"1716",1000,2,95,1,0.826816419142167,0.975
"1717",1000,5,95,1,0.809100644527716,0.98
"1718",10000,1,95,1,0.398750089625498,0.967
"1719",10000,2,95,1,0.429554104505247,0.952
"1720",10000,5,95,1,0.414293205826573,0.965
"1721",1e+05,1,95,1,0.278966789050811,0.883
"1722",1e+05,2,95,1,0.273622893715455,0.882
"1723",1e+05,5,95,1,0.271717148727736,0.917
"1724",20000,1,95,1,0.358363284891662,0.949
"1725",20000,2,95,1,0.360820927666114,0.959
"1726",20000,5,95,1,0.342127166920034,0.971
"1727",50000,1,95,1,0.250384540791263,0.957
"1728",50000,2,95,1,0.246244269681766,0.976
"1729",50000,5,95,1,0.238982853153295,0.98
"1730",100,1,96,1,1.43148188087552,0.969
"1731",100,2,96,1,1.4562071296138,0.965
"1732",100,5,96,1,1.4763373229591,0.968
"1733",1000,1,96,1,0.778194966257975,0.989
"1734",1000,2,96,1,0.806333105160802,0.982
"1735",1000,5,96,1,0.802354908769366,0.983
"1736",10000,1,96,1,0.405046342900688,0.966
"1737",10000,2,96,1,0.404595344499912,0.966
"1738",10000,5,96,1,0.399577492921091,0.977
"1739",1e+05,1,96,1,0.246005447543238,0.943
"1740",1e+05,2,96,1,0.229052831727665,0.956
"1741",1e+05,5,96,1,0.223065614584164,0.974
"1742",20000,1,96,1,0.374209844537787,0.946
"1743",20000,2,96,1,0.388123907000065,0.943
"1744",20000,5,96,1,0.358100097752473,0.962
"1745",50000,1,96,1,0.318450245388775,0.923
"1746",50000,2,96,1,0.318687731562926,0.924
"1747",50000,5,96,1,0.318875231781549,0.936
"1748",100,1,97,1,1.44775992649619,0.99
"1749",100,2,97,1,1.4340310691092,0.991
"1750",100,5,97,1,1.44105101125898,0.991
"1751",1000,1,97,1,0.746335613677986,0.988
"1752",1000,2,97,1,0.739691590609662,0.987
"1753",1000,5,97,1,0.768372087465176,0.985
"1754",10000,1,97,1,0.459116827703322,0.93
"1755",10000,2,97,1,0.473883044395913,0.936
"1756",10000,5,97,1,0.433818317361522,0.958
"1757",1e+05,1,97,1,0.310370076243683,0.925
"1758",1e+05,2,97,1,0.3186205883212,0.915
"1759",1e+05,5,97,1,0.309314929612722,0.946
"1760",20000,1,97,1,0.38066042003359,0.934
"1761",20000,2,97,1,0.369361758217787,0.961
"1762",20000,5,97,1,0.359675627848995,0.966
"1763",50000,1,97,1,0.34613881689943,0.911
"1764",50000,2,97,1,0.344312099436013,0.901
"1765",50000,5,97,1,0.337330648488208,0.919
"1766",100,1,98,1,1.19252024311156,0.991
"1767",100,2,98,1,1.2285061933226,0.988
"1768",100,5,98,1,1.2199660533075,0.99
"1769",1000,1,98,1,0.764587098859153,0.984
"1770",1000,2,98,1,0.758675920365824,0.986
"1771",1000,5,98,1,0.761731564078413,0.984
"1772",10000,1,98,1,0.460005828423723,0.947
"1773",10000,2,98,1,0.42608908067287,0.969
"1774",10000,5,98,1,0.411304365526494,0.97
"1775",1e+05,1,98,1,0.290335591288833,0.903
"1776",1e+05,2,98,1,0.288926105292315,0.928
"1777",1e+05,5,98,1,0.290785885826975,0.931
"1778",20000,1,98,1,0.365121598671436,0.929
"1779",20000,2,98,1,0.366781379009589,0.939
"1780",20000,5,98,1,0.355272664475774,0.953
"1781",50000,1,98,1,0.331247912105984,0.91
"1782",50000,2,98,1,0.320815451610545,0.944
"1783",50000,5,98,1,0.31450240043302,0.952
"1784",100,1,99,1,1.1356960294052,0.987
"1785",100,2,99,1,1.11697367381968,0.988
"1786",100,5,99,1,1.11497423649013,0.987
"1787",1000,1,99,1,0.820424092781803,0.979
"1788",1000,2,99,1,0.824831258567399,0.981
"1789",1000,5,99,1,0.826378810483992,0.98
"1790",10000,1,99,1,0.371581576426992,0.964
"1791",10000,2,99,1,0.369630161739864,0.97
"1792",10000,5,99,1,0.36306706702268,0.977
"1793",1e+05,1,99,1,0.303857175172553,0.864
"1794",1e+05,2,99,1,0.264445895875766,0.948
"1795",1e+05,5,99,1,0.256977273585507,0.957
"1796",20000,1,99,1,0.382676602445101,0.968
"1797",20000,2,99,1,0.403373398969155,0.964
"1798",20000,5,99,1,0.393156988489527,0.974
"1799",50000,1,99,1,0.292486033862977,0.934
"1800",50000,2,99,1,0.282657730571289,0.927
"1801",50000,5,99,1,0.282868165702261,0.935
