"n","nchain","run","exp","rmse","cov"
1000,2,38,1,20.2567400064012,0.438
1000,5,38,1,20.2433985418538,0.427
10000,1,38,1,33.5481304680393,0.181
10000,2,38,1,33.4116415263002,0.184
10000,5,38,1,33.278553584408,0.196
1e+05,1,38,1,20.7023867050072,0.107
1e+05,2,38,1,20.642974231192,0.124
1e+05,5,38,1,20.521514868014,0.143
20000,1,38,1,20.9042940306994,0.183
20000,2,38,1,20.8348220545474,0.199
20000,5,38,1,20.8801842763797,0.216
50000,1,38,1,32.0715512195464,0.07
50000,2,38,1,32.0552235535096,0.085
50000,5,38,1,32.0454888069067,0.105
100,1,39,1,31.6148485189616,0.311
100,2,39,1,31.7332171150312,0.309
100,5,39,1,31.7560438512892,0.309
1000,1,39,1,34.1336933063965,0.283
1000,2,39,1,33.984879428847,0.28
1000,5,39,1,34.0913801626899,0.279
10000,1,39,1,50.131729478157,0.028
10000,2,39,1,50.1695531910001,0.031
10000,5,39,1,50.1488568480892,0.032
1e+05,1,39,1,19.0800116234548,0.102
1e+05,2,39,1,19.095547685806,0.112
1e+05,5,39,1,19.0283479563233,0.129
20000,1,39,1,29.3974544625352,0.148
20000,2,39,1,29.1340660686504,0.161
20000,5,39,1,28.9852513248233,0.152
50000,1,39,1,25.0753623803777,0.063
50000,2,39,1,24.9201664942817,0.079
50000,5,39,1,24.9179358786061,0.093
100,1,4,1,19.9603886947899,0.609
100,2,4,1,20.0281843024659,0.62
100,5,4,1,19.9687668045395,0.618
1000,1,4,1,13.7755670632809,0.794
1000,2,4,1,13.489299476411,0.791
1000,5,4,1,13.4346651050923,0.801
10000,1,4,1,46.8947829641017,0.118
10000,2,4,1,46.8885860034823,0.119
10000,5,4,1,46.9428675922406,0.126
1e+05,1,4,1,40.2452163407933,0.044
1e+05,2,4,1,40.2602089984336,0.048
1e+05,5,4,1,40.2312055408315,0.052
20000,1,4,1,15.5387408967969,0.245
20000,2,4,1,15.4779819035476,0.266
20000,5,4,1,15.4310504781183,0.288
50000,1,4,1,29.8442126100562,0.055
50000,2,4,1,29.774901524804,0.067
50000,5,4,1,29.7979747669856,0.071
100,1,40,1,41.9324770154101,0.371
